cmdCode,refYear,reporterISO,reporterDesc,cmdDesc,partnerISO,primaryValue,qty,partner2Code,customsCode,motCode
8471,2019,EST,Estonia,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",W00,175652634.294,2447874.0,0,C00,0
8471,2019,FJI,Fiji,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",W00,24885007.516,77810.4,0,C00,0
8471,2019,FIN,Finland,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",W00,1411011374.529,277538.296,0,C00,0
8471,2019,FRA,France,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",W00,9513850400.346,0.0,0,C00,0
8471,2019,PYF,French Polynesia,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",W00,24118040.943,90021.042,0,C00,0
8471,2019,GAB,Gabon,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",W00,14526400.476,101938.25,0,C00,0
8471,2019,GEO,Georgia,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",W00,76002899.41,746340.5,0,C00,0
8471,2019,GMB,Gambia,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",W00,436116.787,53678.842,0,C00,0
8471,2019,PSE,State of Palestine,"Automatic data processing machines and units thereof, magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",W00,35287199.67,0.0,0,C00,0
8542,2019,ECU,Ecuador,Electronic integrated circuits,W00,29977973.765,0.0,0,C00,0
8542,2019,SLV,El Salvador,Electronic integrated circuits,W00,5287689.64,0.0,0,C00,0
8542,2019,ETH,Ethiopia,Electronic integrated circuits,W00,1487565.44,0.0,0,C00,0
8542,2019,EST,Estonia,Electronic integrated circuits,W00,271761421.932,0.0,0,C00,0
8542,2019,FJI,Fiji,Electronic integrated circuits,W00,42445.876,0.0,0,C00,0
8542,2019,FIN,Finland,Electronic integrated circuits,W00,834419744.894,0.0,0,C00,0
8542,2019,FRA,France,Electronic integrated circuits,W00,4441806450.908,0.0,0,C00,0
8542,2019,PYF,French Polynesia,Electronic integrated circuits,W00,838380.472,0.0,0,C00,0
8542,2019,GAB,Gabon,Electronic integrated circuits,W00,1892428.936,0.0,0,C00,0
8542,2019,GEO,Georgia,Electronic integrated circuits,W00,9813970.45,0.0,0,C00,0
8542,2019,GMB,Gambia,Electronic integrated circuits,W00,398.733,3200.0,0,C00,0
8542,2019,PSE,State of Palestine,Electronic integrated circuits,W00,1699227.73,0.0,0,C00,0
8703,2019,ECU,Ecuador,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",W00,1011821212.615,97070.0,0,C00,0
8703,2019,SLV,El Salvador,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",W00,225754701.87,10433.62,0,C00,0
8703,2019,ETH,Ethiopia,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",W00,456489094.73,0.0,0,C00,0
8703,2019,EST,Estonia,"Motor cars and other motor vehicles; principally designed for the transport of persons (other than those of heading no. 8702), including station wagons and racing cars",W00,1157006443.397,52914.0,0,C00,0
